id,category,name,author,type,date,year_incident,place_incident,google_maps_link,circumstances,url,original_name,date_normalized,year_for_timeline
5090,Painting,Late autumn,Georgy Petrov,Painting,1992,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5090,Piznia osin,1992,1992.0
5103,Painting,Sunday,Alexander Kalinsky,Painting,1991,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5103,Nedilia,1991,1991.0
5112,Painting,In Crimea,Pavlo Shulga,Painting,1991,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5112,U Krymu,1991,1991.0
5101,Painting,Tatar courtyard,Alexander Kalinsky,Painting,1989,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5101,Tatarskyi Dvoryk,1989,1989.0
4859,Painting,Still Life "To Red",Ivan Starenkov,Painting,1993,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4859,"Natiurmort ""Do сhervonogo""",1993,1993.0
4852,Painting,Spring day,Konstantin Shurupov,Painting,1967,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4852,Vesnianyi den,1967,1967.0
4767,Painting,Bakhchisarai landscape,Yehor Tolkunov,Painting,1977,,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4767,Bakhchysaraiskii peizazh,1977,1977.0
4862,Painting,Peasant woman in a white scarf,Ivan Starenkov,Painting,1992,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4862,Selianka u biliy khusttsi,1992,1992.0
4907,Painting,Mushrooms and crayfish,Grigory Kryzhevsky,Painting,1976,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4907,Hryby ta raky,1976,1976.0
4879,Painting,Sedniv. Early spring,Anatolii Platonov,Painting,1982,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4879,Sedniv. Rannia vesna,1982,1982.0
5194,Painting,On the Koshova River,Viktor Trapenok,Painting,1988,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5194,Na richtsi Kocheviy,1988,1988.0
4670,Painting,Mexicans near the church,Elbek Mirza Hasan oglu Rzakuliev,Painting,1960,,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4670,Meksykantsi bilia tserkvy,1960,1960.0
5190,Painting,From the depths of centuries,Valery Mashnitsky,Painting,1998,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5190,Z glybyny stolit,1998,1998.0
5193,Painting,Textile worker Maria Nemchuk. Study,Lazar Stirmer,Painting,1968,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5193,Tekstylnytsa Maria Nemchyk. Etud,1968,1968.0
4708,Painting,Autumn flowers,Nadezhda Sirotenko,Painting,1980,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4708,Osinni kvity,1980,1980.0
4667,Painting,At home,Anatoly Gorbenko,Painting,1976,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4667,U ridnoho domu,1976,1976.0
5188,Painting,Tanya Borodina (music school student),Lazar Stirmer,Painting,1961,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5188,Tania Borodyna (studentka muzychnogo uchilysha),1961,1961.0
5187,Painting,Gymnasts,Lazar Stirmer,Painting,1979,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5187,Gimnasтky,1979,1979.0
5191,Painting,Portrait of a participant in the Civil War Voloshyn N.L.,Valery Mashnitsky,Painting,1967,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5191,Portret uchasnyka gromadyanskoyi viynyi Volochyina N. L.,1967,1967.0
4746,Painting,Violist V. Grot,Max Birstein,Painting,1983,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4746,Altyst V. Hrot,1983,1983.0
5181,Painting,The sky was already breathing autumn,Leonid Brummer,Painting,1948,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5181,"""Vzhe nebo osinniu dykhalo""",1948,1948.0
5185,Painting,Portrait of a woman in red (Oksana),Felix Kider,Painting,1985,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5185,Portret zhinki v chervonomu (Oksana),1985,1985.0
5179,Painting,Self-portrait,Leonid Brummer,Painting,1947,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5179,Avtoportret,1947,1947.0
5184,Painting,Portrait of a father,Felix Kider,Painting,1985,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5184,Portret batka,1985,1985.0
5182,Painting,Tennis player,Felix Kider,Painting,1979,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5182,Tenisystka,1979,1979.0
5180,Painting,Evening in Kazakhstan,Leonid Brummer,Painting,1947,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5180,Vechir u Kazakhstani,1947,1947.0
5178,Painting,Vydubychi Monastery,Leonid Brummer,Painting,1912,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5178,Vydubets’kyy monastyr,1912,1912.0
5186,Painting,Kherson alfater,Felix Kider,Painting,2001,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5186,Khersonskiy alfater,2001,2001.0
5183,Painting,Female portrait (L. Popova),Felix Kider,Painting,1982,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5183,Zhinochyy portret (L.Popova),1982,1982.0
5177,Painting,Enlightenment,Ksenia Stetsenko,Painting,2002,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5177,Osiaiannia,2002,2002.0
5175,Painting,Autumn still life,Ksenia Stetsenko,Painting,2002,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5175,Osinniy natiurmort,2002,2002.0
5173,Painting,In memory of Sergei Parajanov,Ksenia Stetsenko,Painting,2002,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5173,Pam’yati Serhiya Paradzhanova,2002,2002.0
5168,Painting,Portrait of a veteran of the Great Patriotic War Skotnikov V.P.,Vladlen Vaganov,Painting,1974,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5168,Portret veterana V.V.Viyny Skotnikova V.P.,1974,1974.0
5164,Painting,Autumn. Still life,Nikolay Troshin,Painting,1977,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5164,Osin’. Natiurmort,1977,1977.0
5163,Painting,Naberezhnye Chelny. Meleshenko A. and Meleshenko V.,Elena Tupikina,Painting,1975,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5163,Naberezhni Chelny. Meleshenko A. тa Meleshenko V.,1975,1975.0
5166,Painting,Hayet (Life). From the series "About the Earth",Horace Chernukhin,Painting,1975,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5166,"Khaiet (Zhyttia). Z serii ""Pro zemliu""",1975,1975.0
5167,Painting,Memory,Ivan Shatsky,Painting,1979,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5167,Pam’iat,1979,1979.0
5174,Painting,Heat,Ksenia Stetsenko,Painting,2002,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5174,Speka,2002,2002.0
5165,Painting,Gurzuf,Mikola Khvatov,Painting,1975,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5165,Hurzuf,1975,1975.0
5169,Painting,Untitled,Ivan Starenkov,Painting,2002,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5169,Bez Nazvy,2002,2002.0
5161,Painting,Winners,Ivan Stepanov,Painting,1968,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5161,Peremozhtsi,1968,1968.0
5155,Painting,Evening,Sergey Kapovsky,Painting,1980,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5155,Vechir,1980,1980.0
5156,Painting,Infinity,Olga Bondarenko (Shkuropat),Painting,1996,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5156,Neskinchennist,1996,1996.0
5158,Painting,A Tale of Relatives. The Dunaivtsi - 41. From the polyptych "Legends",Felix Kider,Painting,1990,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5158,"Opovidi pro rodychiv. Dunaivtsi – 41. Z poliptykhu ""Skazannia""",1990,1990.0
5162,Painting,Bay. Kazantip,Petro Stolyarenko,Painting,,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5162,Zatoka. Kazantyp,,
5159,Painting,The Story of Diocletian. From the polyptych "Legends",Felix Kider,Painting,1993,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5159,"Opovidi pro Diokletiana. Z poliptykhu ""Skazannia""",1993,1993.0
5154,Painting,Natalia,Valentin Bernadsky,Painting,1983,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5154,,1983,1983.0
5153,Painting,Still life "Song",Tatiana Staroselska,Painting,XX,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5153,"Natiurmort ""Pisnia""",XX,
5160,Painting,The story of the destroyed second temple. From the polyptych "The Legend",Felix Kider,Painting,1995,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5160,"Opovid pro zruinovanyi druhyi khram. Z poliptykhu ""Skazannia""",1995,1995.0
5152,Painting,In Arles (monastery),Georgii Zaichenko,Painting,1992,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5152,V Arli (monastyr),1992,1992.0
5146,Painting,Old Kyiv courtyard,Eduard Bazylianskyi,Painting,1992,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5146,Staryi Kyivskyi dvir,1992,1992.0
5144,Painting,Flowers,Olga Atroshchenko,Painting,1988,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5144,Kvity,1988,1988.0
5141,Painting,Dry plains,Viktor Trapenok,Painting,1991,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5141,Sukhi plavni,1991,1991.0
5143,Painting,Still life with onions,Igor Platonov,Painting,1988,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5143,Natiurmort z tsybuleiu,1988,1988.0
5148,Painting,Nude,Alexander Belyansky,Painting,1987,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5148,Oholena,1987,1987.0
5151,Painting,Venice,Georgii Zaichenko,Painting,1991,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5151,Venetsiia,1991,1991.0
5149,Painting,Morning,Alexey Fishchenko,Painting,1959,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5149,Ranok,1959,1959.0
5145,Painting,Requiem - III,Valery Radetsky,Painting,1991,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5145,Rekviiem - III,1991,1991.0
5150,Painting,April 26,Vira Barynova-Kuleba,Painting,1991,2022,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5150,26 kvitnia,1991,1991.0
