id,url,category,name,author,type,cration_date,original_name,circumstances,year_incident,place_incident,latitude,longitude,country,museum_origin,description,links,year_clean,period,has_coordinates,has_author
5101,https://war-sanctions.gur.gov.ua/en/stolen/objects/5101,Painting,Tatar courtyard / Tatarskyi Dvoryk,Alexander Kalinsky,Painting,1989,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Tatar courtyard / Tatarskyi Dvoryk,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4852,https://war-sanctions.gur.gov.ua/en/stolen/objects/4852,Painting,Spring day / Vesnianyi den,Konstantin Shurupov,Painting,1967,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on cardboard or on a stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4859,https://war-sanctions.gur.gov.ua/en/stolen/objects/4859,Painting,"Still Life ""To Red"" / Natiurmort ""Do сhervonogo""",Ivan Starenkov,Painting,1993,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,"Still Life ""To Red"" / Natiurmort ""Do сhervonogo""","https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4907,https://war-sanctions.gur.gov.ua/en/stolen/objects/4907,Painting,Mushrooms and crayfish / Hryby ta raky,Grigory Kryzhevsky,Painting,1976,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Mushrooms and crayfish / Hryby ta raky,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
5103,https://war-sanctions.gur.gov.ua/en/stolen/objects/5103,Painting,Sunday / Nedilia,Alexander Kalinsky,Painting,1991,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on canvas or on a stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
5090,https://war-sanctions.gur.gov.ua/en/stolen/objects/5090,Painting,Late autumn / Piznia osin,Georgy Petrov,Painting,1992,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on canvas or on a stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4879,https://war-sanctions.gur.gov.ua/en/stolen/objects/4879,Painting,Sedniv. Early spring / Sedniv. Rannia vesna,Anatolii Platonov,Painting,1982,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Sedniv. Early spring / Sedniv. Rannia vesna,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4767,https://war-sanctions.gur.gov.ua/en/stolen/objects/4767,Painting,Bakhchisarai landscape / Bakhchysaraiskii peizazh,Yehor Tolkunov,Painting,1977,,"Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Bakhchisarai landscape / Bakhchysaraiskii peizazh,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",,Unknown,False,True
4862,https://war-sanctions.gur.gov.ua/en/stolen/objects/4862,Painting,Peasant woman in a white scarf / Selianka u biliy khusttsi,Ivan Starenkov,Painting,1992,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Peasant woman in a white scarf / Selianka u biliy khusttsi,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
5190,https://war-sanctions.gur.gov.ua/en/stolen/objects/5190,Painting,From the depths of centuries / Z glybyny stolit,Valery Mashnitsky,Painting,1998,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,From the depths of centuries / Z glybyny stolit,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
5187,https://war-sanctions.gur.gov.ua/en/stolen/objects/5187,Painting,Gymnasts / Gimnasтky,Lazar Stirmer,Painting,1979,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on canvas or on a stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4708,https://war-sanctions.gur.gov.ua/en/stolen/objects/4708,Painting,Autumn flowers / Osinni kvity,Nadezhda Sirotenko,Painting,1980,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,On the back on cardboard or on a stretcher,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
5191,https://war-sanctions.gur.gov.ua/en/stolen/objects/5191,Painting,Portrait of a participant in the Civil War Voloshyn N.L. / Portret uchasnyka gromadyanskoyi viynyi Volochyina N. L,Valery Mashnitsky,Painting,1967,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Portrait of a participant in the Civil War Voloshyn N.L. / Portret uchasnyka gromadyanskoyi viynyi Volochyina N. L,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
4670,https://war-sanctions.gur.gov.ua/en/stolen/objects/4670,Painting,Mexicans near the church / Meksykantsi bilia tserkvy,Elbek Mirza Hasan oglu Rzakuliev,Painting,1960,,"Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Mexicans near the church / Meksykantsi bilia tserkvy,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",,Unknown,False,True
5193,https://war-sanctions.gur.gov.ua/en/stolen/objects/5193,Painting,Textile worker Maria Nemchuk. Study / Tekstylnytsa Maria Nemchyk. Etud,Lazar Stirmer,Painting,1968,,"2022 Place of the incident: The Oleksii Shovkunenko Kherson Regional Art Museum Coordinates (Lat, Lon): 46.62979067231111, 32.609546919505945 Place of last known stay: Links https://ngl.media/2024/08/28/spetsialna-kulturna-operatsiya/?fbclid=IwY2xjawGqyBFleHRuA2FlbQIxMAABHe1_ufkEgAdSCsW0k1f84nJcITYe33pDsLXwR07nwmaFxmhHcpG-Ig9YbA_aem__oS_9KTVMyCRhMuFlOlwxQ Archive links https://archive.ph/2024.11.06-074654/https://ngl.media/2024/10/31/zminenyj-stan-svidomosti/",2022,The Oleksii Shovkunenko Kherson Regional Art Museum,,,,,Textile worker Maria Nemchuk. Study / Tekstylnytsa Maria Nemchyk. Etud,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en; https://www.facebook.com/DefenceIntelligenceofUkraine",2022,2022+ (Full-scale invasion),False,True
