id,category,name,author,type,date,year_incident,place_incident,google_maps_link,circumstances,url,original_name,date_normalized,year_for_timeline,latitude,longitude,year_for_timeline_timestamp,year_incident_timestamp,period_category
4670,Painting,Mexicans near the church,Elbek Mirza Hasan oglu Rzakuliev,Painting,1960,,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4670,Meksykantsi bilia tserkvy,1960 AD,1960-01-01,46.63005634511256,32.60943452010305,1960-01-01T00:00:00,,Soviet Period
5190,Painting,From the depths of centuries,Valery Mashnitsky,Painting,1998,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5190,Z glybyny stolit,1998 AD,1998-01-01,46.629296059949375,32.609195278716285,1998-01-01T00:00:00,2022-01-01T00:00:00,Independence Period
5193,Painting,Textile worker Maria Nemchuk. Study,Lazar Stirmer,Painting,1968,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5193,Tekstylnytsa Maria Nemchyk. Etud,1968 AD,1968-01-01,46.62972859733721,32.60982287451693,1968-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
4708,Painting,Autumn flowers,Nadezhda Sirotenko,Painting,1980,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4708,Osinni kvity,1980 AD,1980-01-01,46.62977924003758,32.60970766160383,1980-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
4667,Painting,At home,Anatoly Gorbenko,Painting,1976,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4667,U ridnoho domu,1976 AD,1976-01-01,46.6295597046969,32.609324684107435,1976-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5188,Painting,Tanya Borodina (music school student),Lazar Stirmer,Painting,1961,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5188,Tania Borodyna (studentka muzychnogo uchilysha),1961 AD,1961-01-01,46.62962544604896,32.61000839934799,1961-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5187,Painting,Gymnasts,Lazar Stirmer,Painting,1979,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5187,Gimnasтky,1979 AD,1979-01-01,46.629773061039074,32.61001278638919,1979-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5191,Painting,Portrait of a participant in the Civil War Voloshyn N.L.,Valery Mashnitsky,Painting,1967,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5191,Portret uchasnyka gromadyanskoyi viynyi Volochyina N. L.,1967 AD,1967-01-01,46.62929569636182,32.609146015498624,1967-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
4746,Painting,Violist V. Grot,Max Birstein,Painting,1983,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/4746,Altyst V. Hrot,1983 AD,1983-01-01,46.62978593353259,32.60989319995287,1983-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5181,Painting,The sky was already breathing autumn,Leonid Brummer,Painting,1948,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5181,"""Vzhe nebo osinniu dykhalo""",1948 AD,1948-01-01,46.629597678183146,32.609304024322974,1948-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5185,Painting,Portrait of a woman in red (Oksana),Felix Kider,Painting,1985,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5185,Portret zhinki v chervonomu (Oksana),1985 AD,1985-01-01,46.630113260371104,32.61000694925124,1985-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5179,Painting,Self-portrait,Leonid Brummer,Painting,1947,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5179,Avtoportret,1947 AD,1947-01-01,46.629697537468495,32.609086469864764,1947-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5184,Painting,Portrait of a father,Felix Kider,Painting,1985,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5184,Portret batka,1985 AD,1985-01-01,46.62994239011521,32.60920647565603,1985-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5182,Painting,Tennis player,Felix Kider,Painting,1979,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5182,Tenisystka,1979 AD,1979-01-01,46.6293601489736,32.60910649182803,1979-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5180,Painting,Evening in Kazakhstan,Leonid Brummer,Painting,1947,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5180,Vechir u Kazakhstani,1947 AD,1947-01-01,46.62970214541936,32.610032497249875,1947-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5178,Painting,Vydubychi Monastery,Leonid Brummer,Painting,1912,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5178,Vydubets’kyy monastyr,1912 AD,1912-01-01,46.62981844286563,32.609338612776064,1912-01-01T00:00:00,2022-01-01T00:00:00,Ukraine under the Russian Empire
5186,Painting,Kherson alfater,Felix Kider,Painting,2001,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5186,Khersonskiy alfater,2001 AD,2001-01-01,46.62937136872475,32.609592446130115,2001-01-01T00:00:00,2022-01-01T00:00:00,Independence Period
5183,Painting,Female portrait (L. Popova),Felix Kider,Painting,1982,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5183,Zhinochyy portret (L.Popova),1982 AD,1982-01-01,46.63014227842097,32.6096846965922,1982-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5177,Painting,Enlightenment,Ksenia Stetsenko,Painting,2002,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5177,Osiaiannia,2002 AD,2002-01-01,46.63016561592175,32.609183233769905,2002-01-01T00:00:00,2022-01-01T00:00:00,Independence Period
5175,Painting,Autumn still life,Ksenia Stetsenko,Painting,2002,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5175,Osinniy natiurmort,2002 AD,2002-01-01,46.62990607840969,32.60911244414705,2002-01-01T00:00:00,2022-01-01T00:00:00,Independence Period
5173,Painting,In memory of Sergei Parajanov,Ksenia Stetsenko,Painting,2002,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5173,Pam’yati Serhiya Paradzhanova,2002 AD,2002-01-01,46.63022339714499,32.60997198890735,2002-01-01T00:00:00,2022-01-01T00:00:00,Independence Period
5168,Painting,Portrait of a veteran of the Great Patriotic War Skotnikov V.P.,Vladlen Vaganov,Painting,1974,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5168,Portret veterana V.V.Viyny Skotnikova V.P.,1974 AD,1974-01-01,46.62977029793433,32.60978526463224,1974-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5164,Painting,Autumn. Still life,Nikolay Troshin,Painting,1977,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5164,Osin’. Natiurmort,1977 AD,1977-01-01,46.629327472996245,32.609752870056816,1977-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5163,Painting,Naberezhnye Chelny. Meleshenko A. and Meleshenko V.,Elena Tupikina,Painting,1975,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5163,Naberezhni Chelny. Meleshenko A. тa Meleshenko V.,1975 AD,1975-01-01,46.62936455016064,32.60941779705945,1975-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5166,Painting,"Hayet (Life). From the series "About the Earth",Horace Chernukhin,Painting,1975,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5166,"Khaiet (Zhyttia). Z serii ""Pro zemliu""",1975 AD,1975-01-01,46.62945375809973,32.609357810211144,1975-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5167,Painting,Memory,Ivan Shatsky,Painting,1979,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5167,Pam’iat,1979 AD,1979-01-01,46.63001009104914,32.609913555964724,1979-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5174,Painting,Heat,Ksenia Stetsenko,Painting,2002,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5174,Speka,2002 AD,2002-01-01,46.63014345304781,32.60949400016055,2002-01-01T00:00:00,2022-01-01T00:00:00,Independence Period
5165,Painting,Gurzuf,Mikola Khvatov,Painting,1975,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5165,Hurzuf,1975 AD,1975-01-01,46.6295453565541,32.610033804942695,1975-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5169,Painting,Untitled,Ivan Starenkov,Painting,2002,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5169,Bez Nazvy,2002 AD,2002-01-01,46.62947854527032,32.60921373557085,2002-01-01T00:00:00,2022-01-01T00:00:00,Independence Period
5161,Painting,Winners,Ivan Stepanov,Painting,1968,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5161,Peremozhtsi,1968 AD,1968-01-01,46.62993237664671,32.609062087968034,1968-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5155,Painting,Evening,Sergey Kapovsky,Painting,1980,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5155,Vechir,1980 AD,1980-01-01,46.62934521359835,32.60912691225523,1980-01-01T00:00:00,2022-01-01T00:00:00,Soviet Period
5156,Painting,Infinity,Olga Bondarenko (Shkuropat),Painting,1996,2022-01-01,The Oleksii Shovkunenko Kherson Regional Art Museum,"https://maps.google.com/?q=46.62979067231111, 32.609546919505945&ll=46.62979067231111, 32.609546919505945&z=13&hl=en",It was taken out of the Kherson Art Museum by representatives of the russian federation,https://war-sanctions.gur.gov.ua/en/stolen/objects/5156,Neskinchennist,1996 AD,1996-01-01,46.62939718345306,32.60921099442929,1996-01-01T00:00:00,2022-01-01T00:00:00,Independence Period
